task_id,baseline_start,duration_hours,labor,material,equipment,energy,testing_inspection,project_management,facility,utilities,communication,training,quality_management,overtime,delay_penalty,inventory_holding,waiting_cost,idle_resource,revenue_delay,expediting,insurance,rework,warranty,litigation,regulatory_compliance,contingency_reserve,management_reserve,transportation,ordering,packaging,reverse_logistics,customs,supplier_coordination,opportunity_cost,capital_cost,financing_cost,npv_loss,esg_cost,carbon_tax,reputation_cost,task_name,total_cost
C2012-08_316,2013-05-02T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 4,46268.76
C2012-08_317,2013-05-14T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 5,46268.76
C2012-08_318,2013-05-19T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 6,46268.76
C2012-08_319,2013-05-28T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 7,46268.76
C2012-08_320,2013-06-06T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 8,46268.76
C2012-08_321,2013-06-15T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 9,46268.76
C2012-08_322,2013-06-24T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 10,46268.76
C2012-08_323,2013-07-03T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 11,46268.76
C2012-08_324,2013-07-12T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 12,46268.76
C2012-08_325,2013-07-21T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 13,46268.76
C2012-08_326,2013-07-30T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 14,46268.76
C2012-08_327,2013-08-08T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 15,46268.76
C2012-08_328,2013-08-17T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 16,46268.76
C2012-08_329,2013-08-26T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 17,46268.76
C2012-08_330,2013-09-04T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 18,46268.76
C2012-08_331,2013-09-13T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 19,46268.76
C2012-08_332,2013-09-22T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 20,46268.76
C2012-08_333,2013-10-01T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 21,46268.76
C2012-08_334,2013-10-10T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 22,46268.76
C2012-08_335,2013-10-19T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 23,46268.76
C2012-08_336,2013-10-28T06:00:00+00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 24,46268.76
C2012-08_289,2013-06-09T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 1,159315.65
C2012-08_290,2013-06-13T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 2,159315.65
C2012-08_291,2013-06-17T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 3,159315.65
C2012-08_292,2013-06-21T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 4,159315.65
C2012-08_293,2013-06-26T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 5,159315.65
C2012-08_294,2013-06-30T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 6,159315.65
C2012-08_295,2013-07-04T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 7,159315.65
C2012-08_296,2013-07-08T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 8,159315.65
C2012-08_297,2013-07-12T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 9,159315.65
C2012-08_298,2013-07-16T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 10,159315.65
C2012-08_299,2013-07-20T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 11,159315.65
C2012-08_300,2013-07-24T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 12,159315.65
C2012-08_301,2013-07-28T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 13,159315.65
C2012-08_302,2013-08-01T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 14,159315.65
C2012-08_303,2013-08-09T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 15,159315.65
C2012-08_304,2013-08-18T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 16,159315.65
C2012-08_305,2013-08-27T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 17,159315.65
C2012-08_306,2013-09-05T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 18,159315.65
C2012-08_307,2013-09-14T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 19,159315.65
C2012-08_308,2013-09-23T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 20,159315.65
C2012-08_309,2013-10-02T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 21,159315.65
C2012-08_310,2013-10-11T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 22,159315.65
C2012-08_311,2013-10-20T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 23,159315.65
C2012-08_312,2013-10-29T06:00:00+00:00,16.0,30400.0,0.0,57920.0,14480.0,3170.88,3266.01,2177.34,1088.67,1088.67,544.33,1633.0,0.0,2177.34,2177.34,1088.67,1088.67,1633.0,1088.67,2721.67,2177.34,1633.0,1088.67,1633.0,2721.67,2177.34,2721.67,1088.67,544.33,1633.0,1088.67,2177.34,1088.67,2177.34,2177.34,1633.0,1633.0,1088.67,1088.67,Installation of the jacket foundations 24,159315.65
C2012-08_265,2013-06-10T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 1,321993.85
C2012-08_266,2013-06-14T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 2,321993.85
C2012-08_267,2013-06-18T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 3,321993.85
C2012-08_268,2013-06-22T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 4,321993.85
C2012-08_269,2013-06-27T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 5,321993.85
C2012-08_270,2013-07-01T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 6,321993.85
C2012-08_271,2013-07-05T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 7,321993.85
C2012-08_272,2013-07-09T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 8,321993.85
C2012-08_273,2013-07-13T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 9,321993.85
C2012-08_274,2013-07-17T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 10,321993.85
C2012-08_275,2013-07-21T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 11,321993.85
C2012-08_276,2013-07-25T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 12,321993.85
C2012-08_277,2013-07-29T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 13,321993.85
C2012-08_278,2013-08-02T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 14,321993.85
C2012-08_279,2013-08-10T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 15,321993.85
C2012-08_280,2013-08-19T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 16,321993.85
